sku,title,link,price,image
23448FLS,Frangelico 70cl,http://www.jumbo.com/frangelico-70cl/23448FLS/,16.49,https://static-images.jumbo.com/product_images/23448FLS-1_360x360.png
179743FLS,Frank's RedHot Buffalo Wings Sauce 148ml,http://www.jumbo.com/frank's-redhot-buffalo-wings-sauce-148ml/179743FLS/,1.88,https://static-images.jumbo.com/product_images/179743FLS-1_360x360.png
192290FLS,Frank's RedHot Chilli'n Lime 148ml,http://www.jumbo.com/frank's-redhot-chilli'n-lime-148ml/192290FLS/,1.75,https://static-images.jumbo.com/product_images/192290FLS-1_360x360.png
180586FLS,Frank's RedHot Original Cayenne Pepper Sauce 148ml,http://www.jumbo.com/frank's-redhot-original-cayenne-pepper-sauce-148ml/180586FLS/,1.84,https://static-images.jumbo.com/product_images/180586FLS-1_360x360.png
192289FLS,Frank's RedHot Xtra Hot Cayenne Pepper Sauce 148ml,http://www.jumbo.com/frank's-redhot-xtra-hot-cayenne-pepper-sauce-148ml/192289FLS/,1.95,https://static-images.jumbo.com/product_images/192289FLS-1_360x360.png
217293CUP,Franse Biologische Volle Kwark 500g,http://www.jumbo.com/franse-biologische-volle-kwark-500g/217293CUP/,1.79,https://static-images.jumbo.com/product_images/291220180838_217293CUP-1_360x360.png
163451FLS,"Franziskaner Weissbier Alkoholfrei Naturtrübes Weissbier Fles 0, 5L","http://www.jumbo.com/franziskaner-weissbier-alkoholfrei-naturtrubes-weissbier-fles-0,-5l/163451FLS/",1.42,https://static-images.jumbo.com/product_images/163451FLS-1_360x360.png
163448FLS,"Franziskaner Weissbier Dunkel Premium Hefe - Weissbier Fles 0, 5L","http://www.jumbo.com/franziskaner-weissbier-dunkel-premium-hefe---weissbier-fles-0,-5l/163448FLS/",1.28,https://static-images.jumbo.com/product_images/163448FLS-1_360x360.png
234877BLK,"Franziskaner Weissbier Naturtrüb Premium Hefe - Weissbier Blik 0, 5l","http://www.jumbo.com/franziskaner-weissbier-naturtrub-premium-hefe---weissbier-blik-0,-5l/234877BLK/",1.22,https://static-images.jumbo.com/product_images/234877BLK-1_360x360.png
62164FLS,"Franziskaner Weissbier Naturtrüb Premium Hefe - Weissbier Fles 0, 5L","http://www.jumbo.com/franziskaner-weissbier-naturtrub-premium-hefe---weissbier-fles-0,-5l/62164FLS/",1.63,https://static-images.jumbo.com/product_images/62164FLS-1_360x360.png
188099STK,"Fratelli Beretta Alpen Ham 0, 070kg","http://www.jumbo.com/fratelli-beretta-alpen-ham-0,-070kg/188099STK/",2.69,https://static-images.jumbo.com/product_images/188099STK-1_360x360.png
188112STK,Fratelli Beretta Antipasto 120g,http://www.jumbo.com/fratelli-beretta-antipasto-120g/188112STK/,3.59,https://static-images.jumbo.com/product_images/188112STK-1_360x360.png
150981PAK,"Fratelli Beretta Antipasto Emiliano 0, 120kg","http://www.jumbo.com/fratelli-beretta-antipasto-emiliano-0,-120kg/150981PAK/",4.62,https://static-images.jumbo.com/product_images/150981PAK-1_360x360.png
188110STK,"Fratelli Beretta Coppa 0, 070kg","http://www.jumbo.com/fratelli-beretta-coppa-0,-070kg/188110STK/",2.69,https://static-images.jumbo.com/product_images/188110STK-1_360x360.png
151605PAK,"Fratelli Beretta Finocchiona B.G.A. 0, 100kg","http://www.jumbo.com/fratelli-beretta-finocchiona-bga-0,-100kg/151605PAK/",3.1,https://static-images.jumbo.com/product_images/151605PAK-1_360x360.png
151599PAK,Fratelli Beretta Mortadella Bologna B.G.A. 100g,http://www.jumbo.com/fratelli-beretta-mortadella-bologna-bga-100g/151599PAK/,2.3,https://static-images.jumbo.com/product_images/151599PAK-1_360x360.png
151604PAK,Fratelli Beretta Prosciutto Cotto 100g,http://www.jumbo.com/fratelli-beretta-prosciutto-cotto-100g/151604PAK/,2.91,https://static-images.jumbo.com/product_images/151604PAK-1_360x360.png
151601PAK,Fratelli Beretta Prosciutto Cotto Alla Toscana 100g,http://www.jumbo.com/fratelli-beretta-prosciutto-cotto-alla-toscana-100g/151601PAK/,3.68,https://static-images.jumbo.com/product_images/151601PAK-1_360x360.png
151592PAK,Fratelli Beretta Prosciutto Crudo 100g,http://www.jumbo.com/fratelli-beretta-prosciutto-crudo-100g/151592PAK/,4.78,https://static-images.jumbo.com/product_images/151592PAK-1_360x360.png
151141PAK,Fratelli Beretta Prosciutto di Parma 100g,http://www.jumbo.com/fratelli-beretta-prosciutto-di-parma-100g/151141PAK/,4.99,https://static-images.jumbo.com/product_images/151141PAK-1_360x360.png
188098STK,Fratelli Beretta Salame al Tartufo 80g,http://www.jumbo.com/fratelli-beretta-salame-al-tartufo-80g/188098STK/,2.69,https://static-images.jumbo.com/product_images/188098STK-1_360x360.png
151606PAK,"Fratelli Beretta Salame Felino B.G.A. 0, 100kg","http://www.jumbo.com/fratelli-beretta-salame-felino-bga-0,-100kg/151606PAK/",4.02,https://static-images.jumbo.com/product_images/151606PAK-1_360x360.png
154568PAK,Fratelli Beretta Salame Milano 200g,http://www.jumbo.com/fratelli-beretta-salame-milano-200g/154568PAK/,4.07,https://static-images.jumbo.com/product_images/154568PAK-1_360x360.png
188111STK,Fratelli Beretta Spianata Romana 100g,http://www.jumbo.com/fratelli-beretta-spianata-romana-100g/188111STK/,2.69,https://static-images.jumbo.com/product_images/188111STK-1_360x360.png
43638ZK,Fratelli Laurieri Grissinetti Mini - Breadsticks 150g,http://www.jumbo.com/fratelli-laurieri-grissinetti-mini---breadsticks-150g/43638ZK/,1.89,https://static-images.jumbo.com/product_images/43638ZK-1_360x360.png
200722TUB,Fred & Ed Aardbeienjam 350g,http://www.jumbo.com/fred--ed-aardbeienjam-350g/200722TUB/,1.63,https://static-images.jumbo.com/product_images/090120192320_200722TUB-1_360x360.png
138258TUB,Fred & Ed Dubbelpasta 330g,http://www.jumbo.com/fred--ed-dubbelpasta-330g/138258TUB/,1.51,https://static-images.jumbo.com/product_images/090120192347_138258TUB-1_360x360.png
192965STK,Fred & Ed Spoorzoeker Koekjes 12 Stuks 160g,http://www.jumbo.com/fred--ed-spoorzoeker-koekjes-12-stuks-160g/192965STK/,1.89,https://static-images.jumbo.com/product_images/090120192351_192965STK-1_360x360.png
97685PAK,Freedent Professional Strongmint Multi 3-Pack 42g,http://www.jumbo.com/freedent-professional-strongmint-multi-3-pack-42g/97685PAK/,1.68,https://static-images.jumbo.com/product_images/97685PAK-1_360x360.png
198457STK,Freedent Professional White Spearmint 46 Stuks 64g,http://www.jumbo.com/freedent-professional-white-spearmint-46-stuks-64g/198457STK/,2.49,https://static-images.jumbo.com/product_images/198457STK-1_360x360.png
97682PAK,Freedent Professional White Spearmint Sugarfree Chewing Gum Voordeelpak 3 x 10 Stuks 3 x 14g,http://www.jumbo.com/freedent-professional-white-spearmint-sugarfree-chewing-gum-voordeelpak-3-x-10-stuks-3-x-14g/97682PAK/,1.63,https://static-images.jumbo.com/product_images/97682PAK-1_360x360.png
192200STK,Freixenet Cava Cordon Negro Brut 150cl,http://www.jumbo.com/freixenet-cava-cordon-negro-brut-150cl/192200STK/,16.98,https://static-images.jumbo.com/product_images/192200STK-1_360x360.png
177692STK,Freixenet Cordon Negro Brut Cava 750ml,http://www.jumbo.com/freixenet-cordon-negro-brut-cava-750ml/177692STK/,8.49,https://static-images.jumbo.com/product_images/111020182343_177692STK-1_360x360.png
194610STK,Freixenet Premium Cava Carta Nevada Semi Seco 75cl,http://www.jumbo.com/freixenet-premium-cava-carta-nevada-semi-seco-75cl/194610STK/,8.49,https://static-images.jumbo.com/product_images/220820182241_194610STK-1_360x360.png
75404KGR,Frico Panpan Komijn Kaas 20+ ca. 500 gram,http://www.jumbo.com/frico-panpan-komijn-kaas-20-ca-500-gram/75404KGR/,6.195,https://static-images.jumbo.com/product_images/75404KGR-1_360x360.png
482243FLS,Friesche Vlag Balance Koffiemelk 0% Vet 186ml,http://www.jumbo.com/friesche-vlag-balance-koffiemelk-0-vet-186ml/482243FLS/,0.84,https://static-images.jumbo.com/product_images/482243FLS-1_360x360.png
341347PAK,Friesche Vlag Balance Koffiemelk 0% Vet 466ml,http://www.jumbo.com/friesche-vlag-balance-koffiemelk-0-vet-466ml/341347PAK/,1.08,https://static-images.jumbo.com/product_images/290920182220_341347PAK-1_360x360.png
446262CUP,Friesche Vlag Balance Koffiemelk 0% Vet Multipack 10 x 7ml,http://www.jumbo.com/friesche-vlag-balance-koffiemelk-0-vet-multipack-10-x-7ml/446262CUP/,0.64,https://static-images.jumbo.com/product_images/446262CUP-1_360x360.png
493179DS,"Friesche Vlag Cappuccino Schuim 8 x 11, 5g","http://www.jumbo.com/friesche-vlag-cappuccino-schuim-8-x-11,-5g/493179DS/",1.25,https://static-images.jumbo.com/product_images/493179DS-1_360x360.png
81641POT,Friesche Vlag Completa Koffiecreamer 200g,http://www.jumbo.com/friesche-vlag-completa-koffiecreamer-200g/81641POT/,1.32,https://static-images.jumbo.com/product_images/81641POT-1_360x360.png
513892ZK,Friesche Vlag Completa Koffiecreamer Light 350g,http://www.jumbo.com/friesche-vlag-completa-koffiecreamer-light-350g/513892ZK/,1.52,https://static-images.jumbo.com/product_images/513892ZK-1_360x360.png
80099ZK,Friesche Vlag Completa Koffiecreamer Navulverpakking 340g,http://www.jumbo.com/friesche-vlag-completa-koffiecreamer-navulverpakking-340g/80099ZK/,1.12,https://static-images.jumbo.com/product_images/80099ZK-1_360x360.png
291110DS,"Friesche Vlag Completa Koffiecreamer Sticks 20 x 2, 5g","http://www.jumbo.com/friesche-vlag-completa-koffiecreamer-sticks-20-x-2,-5g/291110DS/",0.77,https://static-images.jumbo.com/product_images/291110DS-1_360x360.png
502778PAK,Friesche Vlag Goudband Koffiemelk 186ml,http://www.jumbo.com/friesche-vlag-goudband-koffiemelk-186ml/502778PAK/,0.68,https://static-images.jumbo.com/product_images/502778PAK-1_360x360.png
19081FLS,Friesche Vlag Goudband Koffiemelk 1L,http://www.jumbo.com/friesche-vlag-goudband-koffiemelk-1l/19081FLS/,2.72,https://static-images.jumbo.com/product_images/19081FLS-1_360x360.png
141784PAK,Friesche Vlag Goudband Koffiemelk Extra Romig 455ml,http://www.jumbo.com/friesche-vlag-goudband-koffiemelk-extra-romig-455ml/141784PAK/,1.42,https://static-images.jumbo.com/product_images/290920182221_141784PAK-1_360x360.png
135814FLS,Friesche Vlag Goudband Koffiemelk Fles 465ml,http://www.jumbo.com/friesche-vlag-goudband-koffiemelk-fles-465ml/135814FLS/,1.58,https://static-images.jumbo.com/product_images/135814FLS-1_360x360.png
135816FLS,Friesche Vlag Goudband Koffiemelk Kleinverpakking Fles 186ml,http://www.jumbo.com/friesche-vlag-goudband-koffiemelk-kleinverpakking-fles-186ml/135816FLS/,0.84,https://static-images.jumbo.com/product_images/135816FLS-1_360x360.png
134374PAK,Friesche Vlag Goudband Koffiemelk Multipack 10 x 7ml,http://www.jumbo.com/friesche-vlag-goudband-koffiemelk-multipack-10-x-7ml/134374PAK/,0.58,https://static-images.jumbo.com/product_images/134374PAK-1_360x360.png
134599PAK,Friesche Vlag Goudband Koffiemelk Voordeelpak 1kg,http://www.jumbo.com/friesche-vlag-goudband-koffiemelk-voordeelpak-1kg/134599PAK/,2.72,https://static-images.jumbo.com/product_images/134599PAK-1_360x360.png
502777PAK,Friesche Vlag Halvamel Koffiemelk 186ml,http://www.jumbo.com/friesche-vlag-halvamel-koffiemelk-186ml/502777PAK/,0.68,https://static-images.jumbo.com/product_images/502777PAK-1_360x360.png
141859PAK,Friesche Vlag Halvamel Koffiemelk 455ml,http://www.jumbo.com/friesche-vlag-halvamel-koffiemelk-455ml/141859PAK/,1.28,https://static-images.jumbo.com/product_images/290920182221_141859PAK-1_360x360.png
136024FLS,Friesche Vlag Halvamel Koffiemelk Fles 186ml,http://www.jumbo.com/friesche-vlag-halvamel-koffiemelk-fles-186ml/136024FLS/,0.64,https://static-images.jumbo.com/product_images/136024FLS-1_360x360.png
19073FLS,Friesche Vlag Halvamel Koffiemelk Grootverpakking Fles 1L,http://www.jumbo.com/friesche-vlag-halvamel-koffiemelk-grootverpakking-fles-1l/19073FLS/,2.51,https://static-images.jumbo.com/product_images/19073FLS-1_360x360.png
134373PAK,Friesche Vlag Halvamel Koffiemelk Multipack 10 x 7ml,http://www.jumbo.com/friesche-vlag-halvamel-koffiemelk-multipack-10-x-7ml/134373PAK/,0.4,https://static-images.jumbo.com/product_images/134373PAK-1_360x360.png
134377PAK,Friesche Vlag Halvamel Koffiemelk Voordeelpak 1kg,http://www.jumbo.com/friesche-vlag-halvamel-koffiemelk-voordeelpak-1kg/134377PAK/,2.44,https://static-images.jumbo.com/product_images/134377PAK-1_360x360.png
167745PAK,Friesche Vlag Latte Opschuimmelk 500ml,http://www.jumbo.com/friesche-vlag-latte-opschuimmelk-500ml/167745PAK/,0.84,https://static-images.jumbo.com/product_images/167745PAK-1_360x360.png
207295STK,Friesche Vlag Latte Opschuimmelk Vol 1 lt Pak,http://www.jumbo.com/friesche-vlag-latte-opschuimmelk-vol-1-lt-pak/207295STK/,1.57,https://static-images.jumbo.com/product_images/207295STK-1_360x360.png
30575PAK,Frijling Banket Oranjekoek 600g,http://www.jumbo.com/frijling-banket-oranjekoek-600g/30575PAK/,3.23,https://static-images.jumbo.com/product_images/30575PAK-1_360x360.png
203137STK,Frikandel Extra 4 x 100g,http://www.jumbo.com/frikandel-extra-4-x-100g/203137STK/,2.09,https://static-images.jumbo.com/product_images/040920182116_203137STK-1_360x360.png
165490DS,Frikandellen 20 x 70g,http://www.jumbo.com/frikandellen-20-x-70g/165490DS/,2.25,https://static-images.jumbo.com/product_images/165490DS-1_360x360.png
516666DS,Frischli Cappuccinomilk 1 Liter,http://www.jumbo.com/frischli-cappuccinomilk-1-liter/516666DS/,1.85,https://static-images.jumbo.com/product_images/516666DS-1_360x360.png
92894ZK,Frisia Diamond Mallows Creamvanilla 204g,http://www.jumbo.com/frisia-diamond-mallows-creamvanilla-204g/92894ZK/,0.98,https://static-images.jumbo.com/product_images/92894ZK-1_360x360.png
31145ZK,Frisia Feestspekken Roomvanille Smaak 400g,http://www.jumbo.com/frisia-feestspekken-roomvanille-smaak-400g/31145ZK/,1.47,https://static-images.jumbo.com/product_images/31145ZK-1_360x360.png
482793ZK,Frisia Kabelspekken Roomvanille Smaak 210g,http://www.jumbo.com/frisia-kabelspekken-roomvanille-smaak-210g/482793ZK/,0.84,https://static-images.jumbo.com/product_images/482793ZK-1_360x360.png
145341ZK,Frisia Marshmallows Creamvanilla 265g,http://www.jumbo.com/frisia-marshmallows-creamvanilla-265g/145341ZK/,0.98,https://static-images.jumbo.com/product_images/145341ZK-1_360x360.png
200161STK,Frisse Reus Gel Vloeibaar Wasmiddel 20 Wasbeurten,http://www.jumbo.com/frisse-reus-gel-vloeibaar-wasmiddel-20-wasbeurten/200161STK/,6.43,https://static-images.jumbo.com/product_images/200161STK-1_360x360.png
75724PAK,Fristi Rood Fruit 0% Suiker Toegevoegd 1L,http://www.jumbo.com/fristi-rood-fruit-0-suiker-toegevoegd-1l/75724PAK/,1.34,https://static-images.jumbo.com/product_images/75724PAK-1_360x360.png
18071PAK,Fristi Rood Fruit 0% Suiker Toegevoegd Multipack 6 x 200ml,http://www.jumbo.com/fristi-rood-fruit-0-suiker-toegevoegd-multipack-6-x-200ml/18071PAK/,2.21,https://static-images.jumbo.com/product_images/18071PAK-1_360x360.png
75725PAK,Fristi Rood Fruit 1L,http://www.jumbo.com/fristi-rood-fruit-1l/75725PAK/,1.38,https://static-images.jumbo.com/product_images/75725PAK-1_360x360.png
35014BLK,Fristi Rood Fruit Blik 250ml,http://www.jumbo.com/fristi-rood-fruit-blik-250ml/35014BLK/,0.74,https://static-images.jumbo.com/product_images/35014BLK-1_360x360.png
35014TRL,Fristi Rood Fruit Blik Tray 24 x 250ml,http://www.jumbo.com/fristi-rood-fruit-blik-tray-24-x-250ml/35014TRL/,15.98,https://static-images.jumbo.com/product_images/121120181140_35014TRL-5_360x360.png
426385FLS,Fristi Rood Fruit Flesje 300ml,http://www.jumbo.com/fristi-rood-fruit-flesje-300ml/426385FLS/,0.97,https://static-images.jumbo.com/product_images/426385FLS-1_360x360.png
18059PAK,Fristi Rood Fruit Multipack 6 x 200ml,http://www.jumbo.com/fristi-rood-fruit-multipack-6-x-200ml/18059PAK/,2.29,https://static-images.jumbo.com/product_images/18059PAK-1_360x360.png
179909ZK,"Frolic Complet met Rund, Worteltjes en Granen 1, 5kg","http://www.jumbo.com/frolic-complet-met-rund,-worteltjes-en-granen-1,-5kg/179909ZK/",3.75,https://static-images.jumbo.com/product_images/179909ZK-1_360x360.png
179921ZK,"Frolic Complet met Rund, Worteltjes en Granen 4kg","http://www.jumbo.com/frolic-complet-met-rund,-worteltjes-en-granen-4kg/179921ZK/",9.9,https://static-images.jumbo.com/product_images/040920182225_179921ZK-1_360x360.png
73472ZK,Frolic Hondensnacks Turning Twists 7 Stuks 140g,http://www.jumbo.com/frolic-hondensnacks-turning-twists-7-stuks-140g/73472ZK/,1.09,https://static-images.jumbo.com/product_images/011220180224_73472ZK-1_360x360.png
179920ZK,"Frolic Hondenvoer Droog Gevogelte, Groenten & Rijst 1, 5kg","http://www.jumbo.com/frolic-hondenvoer-droog-gevogelte,-groenten--rijst-1,-5kg/179920ZK/",3.75,https://static-images.jumbo.com/product_images/041220180103_179920ZK-1_360x360.png
179907ZK,"Frolic Mini Complet met Gevogelte, Groenten en Granen 1kg","http://www.jumbo.com/frolic-mini-complet-met-gevogelte,-groenten-en-granen-1kg/179907ZK/",2.89,https://static-images.jumbo.com/product_images/040920182224_179907ZK-1_360x360.png
168059KST,Frosch 30 Vaatwastabletten All-in-One Bicarbonate 600g,http://www.jumbo.com/frosch-30-vaatwastabletten-all-in-one-bicarbonate-600g/168059KST/,8.1,https://static-images.jumbo.com/product_images/168059KST-1_360x360.png
167687FLS,Frosch Afwasmiddel Balsem Lemon 500ml,http://www.jumbo.com/frosch-afwasmiddel-balsem-lemon-500ml/167687FLS/,1.08,https://static-images.jumbo.com/product_images/167687FLS-1_360x360.png
167685FLS,Frosch Anti-Kalk Vinegar 1000ml,http://www.jumbo.com/frosch-anti-kalk-vinegar-1000ml/167685FLS/,2.64,https://static-images.jumbo.com/product_images/167685FLS-1_360x360.png
167688FLS,Frosch Badkamerreiniger Lemon 500ml,http://www.jumbo.com/frosch-badkamerreiniger-lemon-500ml/167688FLS/,3.33,https://static-images.jumbo.com/product_images/167688FLS-1_360x360.png
178116FLS,Frosch Ecological Allesreiniger Green Lemon 1000ml,http://www.jumbo.com/frosch-ecological-allesreiniger-green-lemon-1000ml/178116FLS/,3.17,https://static-images.jumbo.com/product_images/178116FLS-1_360x360.png
168058FLS,Frosch Keukenreiniger Bicarbonate 500ml,http://www.jumbo.com/frosch-keukenreiniger-bicarbonate-500ml/168058FLS/,3.5,https://static-images.jumbo.com/product_images/168058FLS-1_360x360.png
167686FLS,Frosch Ruitenreiniger Alcohol 500ml,http://www.jumbo.com/frosch-ruitenreiniger-alcohol-500ml/167686FLS/,2.6,https://static-images.jumbo.com/product_images/167686FLS-1_360x360.png
167689FLS,Frosch WC-Reiniger Lemon 750ml,http://www.jumbo.com/frosch-wc-reiniger-lemon-750ml/167689FLS/,2.39,https://static-images.jumbo.com/product_images/167689FLS-1_360x360.png
208011ZK,Frubis Coconut 20g,http://www.jumbo.com/frubis-coconut-20g/208011ZK/,1.0,https://static-images.jumbo.com/product_images/240820180731_208011ZK-1_360x360.png
207495ZK,Frubis Green Apple 20g,http://www.jumbo.com/frubis-green-apple-20g/207495ZK/,1.0,https://static-images.jumbo.com/product_images/240820180732_207495ZK-1_360x360.png
207496ZK,Frubis Red Apple 20g,http://www.jumbo.com/frubis-red-apple-20g/207496ZK/,1.0,https://static-images.jumbo.com/product_images/240820180731_207496ZK-1_360x360.png
22215FLS,Fruit Action Vruchtmix Frutta-C 750ml,http://www.jumbo.com/fruit-action-vruchtmix-frutta-c-750ml/22215FLS/,1.02,https://static-images.jumbo.com/product_images/22215FLS-1_360x360.png
177311STK,Fruit Bowl Aardbei Peelers 3 x 20g,http://www.jumbo.com/fruit-bowl-aardbei-peelers-3-x-20g/177311STK/,1.67,https://static-images.jumbo.com/product_images/177311STK-1_360x360.png
169553STK,Fruit Bowl Zwarte Bessen Peelers 3 x 20g,http://www.jumbo.com/fruit-bowl-zwarte-bessen-peelers-3-x-20g/169553STK/,1.38,https://static-images.jumbo.com/product_images/169553STK-1_360x360.png
173092PAK,Fruit Shoot Appel 0% 4 x 200ml,http://www.jumbo.com/fruit-shoot-appel-0-4-x-200ml/173092PAK/,1.84,https://static-images.jumbo.com/product_images/020920182219_173092PAK-1_360x360.png
188620PAK,Fruit Shoot Framboos & Aardbei 4 x 200ml,http://www.jumbo.com/fruit-shoot-framboos-amp-aardbei-4-x-200ml/188620PAK/,1.77,https://static-images.jumbo.com/product_images/020920182211_188620PAK-1_360x360.png
155750PAK,Fruit Shoot Rood Fruit 0% 4 x 200ml,http://www.jumbo.com/fruit-shoot-rood-fruit-0-4-x-200ml/155750PAK/,1.57,https://static-images.jumbo.com/product_images/020920182205_155750PAK-1_360x360.png
155753PAK,Fruit Shoot Sinaasappel 0% 4 x 200ml,http://www.jumbo.com/fruit-shoot-sinaasappel-0-4-x-200ml/155753PAK/,1.63,https://static-images.jumbo.com/product_images/020920182206_155753PAK-1_360x360.png
188103STK,Fruitfunk Despicable Me Minion School Bars Strawberry Flavour 4 x 20g,http://www.jumbo.com/fruitfunk-despicable-me-minion-school-bars-strawberry-flavour-4-x-20g/188103STK/,1.99,https://static-images.jumbo.com/product_images/141120180431_188103STK-1_360x360.png
188104STK,Fruitfunk Paw Patrol School Bars Apple Flavour 4 x 20g,http://www.jumbo.com/fruitfunk-paw-patrol-school-bars-apple-flavour-4-x-20g/188104STK/,2.19,https://static-images.jumbo.com/product_images/141120180438_188104STK-1_360x360.png
192560STK,Fruitfunk Paw Patrol Strawberry Flakes 16g,http://www.jumbo.com/fruitfunk-paw-patrol-strawberry-flakes-16g/192560STK/,0.85,https://static-images.jumbo.com/product_images/141120180442_192560STK-1_360x360.png
136607ZK,Fruittella Dummy 12 Stuks 120g,http://www.jumbo.com/fruittella-dummy-12-stuks-120g/136607ZK/,1.32,https://static-images.jumbo.com/product_images/136607ZK-1_360x360.png
195158STK,Fruittella Duo Gummies -30% Suiker 120g,http://www.jumbo.com/fruittella-duo-gummies--30-suiker-120g/195158STK/,1.62,https://static-images.jumbo.com/product_images/195158STK-1_360x360.png
403598PAK,Fruittella Garden Fruits 4 x 41g,http://www.jumbo.com/fruittella-garden-fruits-4-x-41g/403598PAK/,1.51,https://static-images.jumbo.com/product_images/403598PAK-1_360x360.png
195157STK,Fruittella Gummies -30% Suiker 120g,http://www.jumbo.com/fruittella-gummies--30-suiker-120g/195157STK/,1.59,https://static-images.jumbo.com/product_images/195157STK-1_360x360.png
136608ZK,Fruittella Lange Jan Dierenfamilie 20 Stuks 153g,http://www.jumbo.com/fruittella-lange-jan-dierenfamilie-20-stuks-153g/136608ZK/,1.43,https://static-images.jumbo.com/product_images/136608ZK-1_360x360.png
198683STK,Fruittella Mini 12 Stuks 144g,http://www.jumbo.com/fruittella-mini-12-stuks-144g/198683STK/,2.23,https://static-images.jumbo.com/product_images/198683STK-1_360x360.png
136609ZK,Fruittella Mini 14 stuks 175g,http://www.jumbo.com/fruittella-mini-14-stuks-175g/136609ZK/,1.51,https://static-images.jumbo.com/product_images/136609ZK-1_360x360.png
185916STK,Fruittella Strawberry -30% suiker,http://www.jumbo.com/fruittella-strawberry--30-suiker/185916STK/,1.57,https://static-images.jumbo.com/product_images/185916STK-1_360x360.png
83334PAK,Fruittella Strawberry 4 x 41g,http://www.jumbo.com/fruittella-strawberry-4-x-41g/83334PAK/,1.51,https://static-images.jumbo.com/product_images/83334PAK-1_360x360.png
185915STK,Fruittella Summerfruits -30% suiker,http://www.jumbo.com/fruittella-summerfruits--30-suiker/185915STK/,1.38,https://static-images.jumbo.com/product_images/185915STK-1_360x360.png
153516STK,Fruity King 100% Smoothie Aardbei Banaan Druif Sinaasappel 250ml,http://www.jumbo.com/fruity-king-100-smoothie-aardbei-banaan-druif-sinaasappel-250ml/153516STK/,0.85,https://static-images.jumbo.com/product_images/153516STK-1_360x360.png
193538STK,Fruity King 100% Smoothie Kokos Ananas Banaan Appel 250ml,http://www.jumbo.com/fruity-king-100-smoothie-kokos-ananas-banaan-appel-250ml/193538STK/,1.02,https://static-images.jumbo.com/product_images/193538STK-1_360x360.png
153515STK,Fruity King 100% Smoothie Mango Passievrucht Appel Banaan 250ml,http://www.jumbo.com/fruity-king-100-smoothie-mango-passievrucht-appel-banaan-250ml/153515STK/,0.89,https://static-images.jumbo.com/product_images/153515STK-1_360x360.png
73681STK,Fruity King Multifruit 2L,http://www.jumbo.com/fruity-king-multifruit-2l/73681STK/,2.27,https://static-images.jumbo.com/product_images/73681STK-1_360x360.png
151062STK,Fruity King Sinaasappel 2L,http://www.jumbo.com/fruity-king-sinaasappel-2l/151062STK/,1.99,https://static-images.jumbo.com/product_images/151062STK-1_360x360.png
73685STK,Fruity King Tropisch Fruit 2L,http://www.jumbo.com/fruity-king-tropisch-fruit-2l/73685STK/,2.55,https://static-images.jumbo.com/product_images/73685STK-1_360x360.png
665029POT,Frutesse Stroop Appel Kaneel 330g,http://www.jumbo.com/frutesse-stroop-appel-kaneel-330g/665029POT/,1.26,https://static-images.jumbo.com/product_images/665029POT-1_360x360.png
112763BAK,Frutesse Stroop Maestrichter 450g,http://www.jumbo.com/frutesse-stroop-maestrichter-450g/112763BAK/,1.17,https://static-images.jumbo.com/product_images/300820180015_112763BAK-1_360x360.png
50029STK,Frutico Mierikswortel met Citroen 170g,http://www.jumbo.com/frutico-mierikswortel-met-citroen-170g/50029STK/,0.69,https://static-images.jumbo.com/product_images/50029STK-1_360x360.png
50088STK,Frutico Mosterd Sarepska 180g,http://www.jumbo.com/frutico-mosterd-sarepska-180g/50088STK/,0.59,https://static-images.jumbo.com/product_images/50088STK-1_360x360.png
97432BLK,Frutico Rode Bieten met Mierikswortel 290g,http://www.jumbo.com/frutico-rode-bieten-met-mierikswortel-290g/97432BLK/,0.85,https://static-images.jumbo.com/product_images/97432BLK-1_360x360.png
95383FLS,Fu le Dou Ketjap Manis Natriumarm 250ml,http://www.jumbo.com/fu-le-dou-ketjap-manis-natriumarm-250ml/95383FLS/,1.65,https://static-images.jumbo.com/product_images/95383FLS-1_360x360.png
135076STK,Fuet Fijne Kruiden 170g,http://www.jumbo.com/fuet-fijne-kruiden-170g/135076STK/,2.35,https://static-images.jumbo.com/product_images/135076STK-1_360x360.png
183721STK,Fuet Iberico 170g,http://www.jumbo.com/fuet-iberico-170g/183721STK/,2.59,https://static-images.jumbo.com/product_images/183721STK-1_360x360.png
208841BAK,Fuet Plakjes 100g,http://www.jumbo.com/fuet-plakjes-100g/208841BAK/,2.09,https://static-images.jumbo.com/product_images/030820180616_208841BAK-1_360x360.png
208842BAK,Fuet Worstjes 100g,http://www.jumbo.com/fuet-worstjes-100g/208842BAK/,2.09,https://static-images.jumbo.com/product_images/250720180802_208842BAK-1_360x360.png
163747STK,Fun Kauwgom 75g,http://www.jumbo.com/fun-kauwgom-75g/163747STK/,0.29,https://static-images.jumbo.com/product_images/163747STK-1_360x360.png
196445PAK,Fuze Tea Black Tea Peach Hibiscus 1500ml,http://www.jumbo.com/fuze-tea-black-tea-peach-hibiscus-1500ml/196445PAK/,1.88,https://static-images.jumbo.com/product_images/131020180310_196445PAK-1_360x360.png
