sku,title,link,price,image
195786DS,Jumbo Zwarte Thee Engelse Melange 20 Stuks 40g,http://www.jumbo.com/jumbo-zwarte-thee-engelse-melange-20-stuks-40g/195786DS/,0.81,https://static-images.jumbo.com/product_images/195786DS-1_360x360.png
195783DS,Jumbo Zwarte Thee Engelse Melange 20 Stuks 80g,http://www.jumbo.com/jumbo-zwarte-thee-engelse-melange-20-stuks-80g/195783DS/,0.57,https://static-images.jumbo.com/product_images/195783DS-1_360x360.png
195781DS,Jumbo Zwarte Thee Engelse Melange 40 Stuks Voordeel 160g,http://www.jumbo.com/jumbo-zwarte-thee-engelse-melange-40-stuks-voordeel-160g/195781DS/,1.23,https://static-images.jumbo.com/product_images/195781DS-1_360x360.png
186403KGR,Jumbo Zwitserse Emmentaler Harde Kaas 45+ ca. 150g,http://www.jumbo.com/jumbo-zwitserse-emmentaler-harde-kaas-45-ca-150g/186403KGR/,2.667,https://static-images.jumbo.com/product_images/130702ONS-1_360x360.png
57014PAK,Jumbo à la Minute Aardappelpuree 3 x 60g,http://www.jumbo.com/jumbo-a-la-minute-aardappelpuree-3-x-60g/57014PAK/,0.89,https://static-images.jumbo.com/product_images/57014PAK-1_360x360.png
512620TUB,Junior Power Styling Style 'n Freeze Gel Extreme Hold 200ml,http://www.jumbo.com/junior-power-styling-style-'n-freeze-gel-extreme-hold-200ml/512620TUB/,5.16,https://static-images.jumbo.com/product_images/512620TUB-1_360x360.png
212238PAK,Jupiler 0% Alcohol Beer Flessen 6 x 25cl,http://www.jumbo.com/jupiler-0-alcohol-beer-flessen-6-x-25cl/212238PAK/,4.19,https://static-images.jumbo.com/product_images/191020180000_212238PAK-1_360x360.png
536784PAK,Jupiler Belgische Pils Blikken 6 x 33cl,http://www.jumbo.com/jupiler-belgische-pils-blikken-6-x-33cl/536784PAK/,5.56,https://static-images.jumbo.com/product_images/536784PAK-1_360x360.png
137599PAK,Jupiler Belgische Pils Blikken 6 x 44cl,http://www.jumbo.com/jupiler-belgische-pils-blikken-6-x-44cl/137599PAK/,6.02,https://static-images.jumbo.com/product_images/137599PAK-1_360x360.png
192831PAK,"Jupiler Belgische Pils Mono 8 x 28, 4cl","http://www.jumbo.com/jupiler-belgische-pils-mono-8-x-28,-4cl/192831PAK/",7.49,https://static-images.jumbo.com/product_images/192831PAK-1_360x360.png
653365BLK,Jupiler Belgische Pils PerfectDraft Vat 6 Liter,http://www.jumbo.com/jupiler-belgische-pils-perfectdraft-vat-6-liter/653365BLK/,16.1,https://static-images.jumbo.com/product_images/653365BLK-1_360x360.png
175896PAK,Jupiler Belgische Pils Ribbed Can Blikken 6 x 33cl,http://www.jumbo.com/jupiler-belgische-pils-ribbed-can-blikken-6-x-33cl/175896PAK/,5.79,https://static-images.jumbo.com/product_images/175896PAK-1_360x360.png
137564TRA,Jupiler Blond Bier Flessen 6 x 25cl,http://www.jumbo.com/jupiler-blond-bier-flessen-6-x-25cl/137564TRA/,3.69,https://static-images.jumbo.com/product_images/137564TRA-1_360x360.png
817201KRT,Jupiler Blond Bier Krat 24 x 25cl,http://www.jumbo.com/jupiler-blond-bier-krat-24-x-25cl/817201KRT/,14.29,https://static-images.jumbo.com/product_images/817201KRT-180_360x360.png
201411PAK,Jupiler Blue Blond Bier Flessen 6 x 25cl,http://www.jumbo.com/jupiler-blue-blond-bier-flessen-6-x-25cl/201411PAK/,3.65,https://static-images.jumbo.com/product_images/140920180131_201411PAK-1_360x360.png
161124PAK,"Justnuts Biologische Zaden-, Noten- & Fruitreep Juicy Goji Amazing Almonds Crispy Chia 3 x 30g","http://www.jumbo.com/justnuts-biologische-zaden-,-noten---fruitreep-juicy-goji-amazing-almonds-crispy-chia-3-x-30g/161124PAK/",2.67,https://static-images.jumbo.com/product_images/161124PAK-1_360x360.png
161306PAK,"Justnuts Biologische Zaden-, Noten- & Fruitreep Pure Cacao Chewy Cranberry Creamy Cashew 3 x 30g","http://www.jumbo.com/justnuts-biologische-zaden-,-noten---fruitreep-pure-cacao-chewy-cranberry-creamy-cashew-3-x-30g/161306PAK/",3.05,https://static-images.jumbo.com/product_images/161306PAK-1_360x360.png
213015NET,JWK Rode Uien 1000g,http://www.jumbo.com/jwk-rode-uien-1000g/213015NET/,1.39,https://static-images.jumbo.com/product_images/174307ZK-1_360x360.png
23193FLS,Jägermeister (vierkant) 1L,http://www.jumbo.com/jagermeister-(vierkant)-1l/23193FLS/,20.49,https://static-images.jumbo.com/product_images/23193FLS-1_360x360.png
180728STK,"Jägermeister 0, 2L","http://www.jumbo.com/jagermeister-0,-2l/180728STK/",5.69,https://static-images.jumbo.com/product_images/180728STK-1_360x360.png
23195FLS,"Jägermeister 0, 35L","http://www.jumbo.com/jagermeister-0,-35l/23195FLS/",8.99,https://static-images.jumbo.com/product_images/23195FLS-1_360x360.png
34679FLS,"Jägermeister 0, 7L","http://www.jumbo.com/jagermeister-0,-7l/34679FLS/",14.69,https://static-images.jumbo.com/product_images/34679FLS-1_360x360.png
24761BLK,Jürgen Langbein Kaas Room Soep Vegetarisch 400ml,http://www.jumbo.com/jurgen-langbein-kaas-room-soep-vegetarisch-400ml/24761BLK/,2.48,https://static-images.jumbo.com/product_images/24761BLK-1_360x360.png
24727BLK,Jürgen Langbein Minestrone Italiaanse Groentesoep 400ml,http://www.jumbo.com/jurgen-langbein-minestrone-italiaanse-groentesoep-400ml/24727BLK/,2.31,https://static-images.jumbo.com/product_images/24727BLK-1_360x360.png
24763BLK,Jürgen Langbein Wild Room Soep 400ml,http://www.jumbo.com/jurgen-langbein-wild-room-soep-400ml/24763BLK/,2.48,https://static-images.jumbo.com/product_images/24763BLK-1_360x360.png
172542DS,K2r Colour Catcher 6 Protect 14 Stuks,http://www.jumbo.com/k2r-colour-catcher-6-protect-14-stuks/172542DS/,2.33,https://static-images.jumbo.com/product_images/172542DS-1_360x360.png
212022STK,K2r Sublime White 10 Stuks,http://www.jumbo.com/k2r-sublime-white-10-stuks/212022STK/,2.39,https://static-images.jumbo.com/product_images/131120180510_212022STK-1_360x360.png
516021STK,K3 Hagel met Hartjes 400g,http://www.jumbo.com/k3-hagel-met-hartjes-400g/516021STK/,1.77,https://static-images.jumbo.com/product_images/160120191153_516021STK-1_360x360.png
139899BLK,KA Sparkling Fruit Punch 330ml,http://www.jumbo.com/ka-sparkling-fruit-punch-330ml/139899BLK/,0.99,https://static-images.jumbo.com/product_images/139899BLK-1_360x360.png
139900BLK,KA Sparkling Pineapple 330ml,http://www.jumbo.com/ka-sparkling-pineapple-330ml/139900BLK/,0.99,https://static-images.jumbo.com/product_images/139900BLK-1_360x360.png
191568STK,Kaarsen 0,http://www.jumbo.com/kaarsen-0/191568STK/,0.99,https://static-images.jumbo.com/product_images/191568STK-1_360x360.png
191556STK,Kaarsen 1,http://www.jumbo.com/kaarsen-1/191556STK/,0.99,https://static-images.jumbo.com/product_images/191556STK-1_360x360.png
191557STK,Kaarsen 2,http://www.jumbo.com/kaarsen-2/191557STK/,0.99,https://static-images.jumbo.com/product_images/191557STK-1_360x360.png
191558STK,Kaarsen 3,http://www.jumbo.com/kaarsen-3/191558STK/,0.99,https://static-images.jumbo.com/product_images/191558STK-1_360x360.png
191550STK,Kaarsen 4,http://www.jumbo.com/kaarsen-4/191550STK/,0.99,https://static-images.jumbo.com/product_images/191550STK-1_360x360.png
191551STK,Kaarsen 5,http://www.jumbo.com/kaarsen-5/191551STK/,0.99,https://static-images.jumbo.com/product_images/191551STK-1_360x360.png
191552STK,Kaarsen 6,http://www.jumbo.com/kaarsen-6/191552STK/,0.99,https://static-images.jumbo.com/product_images/191552STK-1_360x360.png
191553STK,Kaarsen 7,http://www.jumbo.com/kaarsen-7/191553STK/,0.99,https://static-images.jumbo.com/product_images/191553STK-1_360x360.png
191554STK,Kaarsen 8,http://www.jumbo.com/kaarsen-8/191554STK/,0.99,https://static-images.jumbo.com/product_images/191554STK-1_360x360.png
191555STK,Kaarsen 9,http://www.jumbo.com/kaarsen-9/191555STK/,0.99,https://static-images.jumbo.com/product_images/191555STK-1_360x360.png
51806ZK,Kaasbolletjes Noord-Hollandse Gouda 125g,http://www.jumbo.com/kaasbolletjes-noord-hollandse-gouda-125g/51806ZK/,2.73,https://static-images.jumbo.com/product_images/51806ZK-1_360x360.png
196173STK,Kaasplateau Winter 300g,http://www.jumbo.com/kaasplateau-winter-300g/196173STK/,5.0,https://static-images.jumbo.com/product_images/196173STK-1_360x360.png
203124STK,Kaassoufle 4 x 70g,http://www.jumbo.com/kaassoufle-4-x-70g/203124STK/,2.93,https://static-images.jumbo.com/product_images/040920182127_203124STK-1_360x360.png
51804ZK,Kaasstengels Noord-Hollandse Gouda 85g,http://www.jumbo.com/kaasstengels-noord-hollandse-gouda-85g/51804ZK/,3.1,https://static-images.jumbo.com/product_images/51804ZK-1_360x360.png
23326FLS,Kahlúa Koffielikeur 700ml,http://www.jumbo.com/kahlua-koffielikeur-700ml/23326FLS/,15.99,https://static-images.jumbo.com/product_images/23326FLS-1_360x360.png
163377FLS,Kaki Tiga Ketjap Medja No.1 1 Liter,http://www.jumbo.com/kaki-tiga-ketjap-medja-no1-1-liter/163377FLS/,4.99,https://static-images.jumbo.com/product_images/163377FLS-1_360x360.png
196442DS,Kan'B Asuka Sushi 12 Stuks 240g,http://www.jumbo.com/kan'b-asuka-sushi-12-stuks-240g/196442DS/,6.99,https://static-images.jumbo.com/product_images/196442DS-1_360x360.png
490800ZK,Kanis & Gunnink Cafeïnevrije Koffiepads 36 Stuks,http://www.jumbo.com/kanis--gunnink-cafeinevrije-koffiepads-36-stuks/490800ZK/,2.82,https://static-images.jumbo.com/product_images/490800ZK-1_360x360.png
523137ZK,Kanis & Gunnink Dark Roast 36 Koffiepads 250g,http://www.jumbo.com/kanis--gunnink-dark-roast-36-koffiepads-250g/523137ZK/,2.82,https://static-images.jumbo.com/product_images/523137ZK-1_360x360.png
865249PAK,Kanis & Gunnink Regular Filterkoffie 500g,http://www.jumbo.com/kanis--gunnink-regular-filterkoffie-500g/865249PAK/,4.11,https://static-images.jumbo.com/product_images/221120182329_865249PAK-1_360x360.png
210382PAK,Kanis & Gunnink Decaf Cafeïnevrije Filterkoffie  500g,http://www.jumbo.com/kanis-amp-gunnink-decaf-cafeinevrije-filterkoffie--500g/210382PAK/,4.17,https://static-images.jumbo.com/product_images/221120182332_210382PAK-1_360x360.png
490804ZK,Kanis & Gunnink Regular Koffiepads 36 Stuks,http://www.jumbo.com/kanis-amp-gunnink-regular-koffiepads-36-stuks/490804ZK/,2.73,https://static-images.jumbo.com/product_images/490804ZK-1_360x360.png
182568STK,Kanjers Haagse Hopjessmaak 10 Stroopwafels 400g,http://www.jumbo.com/kanjers-haagse-hopjessmaak-10-stroopwafels-400g/182568STK/,1.74,https://static-images.jumbo.com/product_images/182568STK-1_360x360.png
154053PAK,Kanjers Melkchocolade Caramelwafels 4 Stuks 180g,http://www.jumbo.com/kanjers-melkchocolade-caramelwafels-4-stuks-180g/154053PAK/,1.28,https://static-images.jumbo.com/product_images/154053PAK-1_360x360.png
155265ZK,Kanjers Originele Stroopwafels 10 Stuks 400g,http://www.jumbo.com/kanjers-originele-stroopwafels-10-stuks-400g/155265ZK/,1.51,https://static-images.jumbo.com/product_images/155265ZK-1_360x360.png
153943PAK,Kanjers Originele Stroopwafels 4 x 2 Stuks 320g,http://www.jumbo.com/kanjers-originele-stroopwafels-4-x-2-stuks-320g/153943PAK/,1.38,https://static-images.jumbo.com/product_images/153943PAK-1_360x360.png
205834STK,Kanjers Salted Caramel 10 Stuks 400g,http://www.jumbo.com/kanjers-salted-caramel-10-stuks-400g/205834STK/,1.97,https://static-images.jumbo.com/product_images/151020182227_205834STK-1_360x360.png
162777PAK,Kanjers Witte Chocolade Caramelwafels 4 Stuks 180g,http://www.jumbo.com/kanjers-witte-chocolade-caramelwafels-4-stuks-180g/162777PAK/,1.51,https://static-images.jumbo.com/product_images/162777PAK-1_360x360.png
198049ZK,Kanzi Appels 1kg,http://www.jumbo.com/kanzi-appels-1kg/198049ZK/,2.69,https://static-images.jumbo.com/product_images/198049ZK-1_360x360.png
193487STK,Kaptein Echte Boter Ongezouten 10 x 10g,http://www.jumbo.com/kaptein-echte-boter-ongezouten-10-x-10g/193487STK/,1.53,https://static-images.jumbo.com/product_images/193487STK-1_360x360.png
82501BAK,Karaat Huzaren Salade 1000g,http://www.jumbo.com/karaat-huzaren-salade-1000g/82501BAK/,1.74,https://static-images.jumbo.com/product_images/82501BAK-1_360x360.png
82500BAK,Karaat Huzaren Slaatje 150g,http://www.jumbo.com/karaat-huzaren-slaatje-150g/82500BAK/,0.29,https://static-images.jumbo.com/product_images/82500BAK-1_360x360.png
82502BAK,Karaat Kartoffel Salade 1000g,http://www.jumbo.com/karaat-kartoffel-salade-1000g/82502BAK/,1.73,https://static-images.jumbo.com/product_images/82502BAK-1_360x360.png
82503BAK,Karaat Rundvlees Salade 1000g,http://www.jumbo.com/karaat-rundvlees-salade-1000g/82503BAK/,2.03,https://static-images.jumbo.com/product_images/82503BAK-1_360x360.png
82262TUB,Karaat Rundvlees Slaatje 150g,http://www.jumbo.com/karaat-rundvlees-slaatje-150g/82262TUB/,0.39,https://static-images.jumbo.com/product_images/82262TUB-1_360x360.png
208852STK,Karaat Zalmslaatje 140g,http://www.jumbo.com/karaat-zalmslaatje-140g/208852STK/,0.47,https://static-images.jumbo.com/product_images/211120180908_208852STK-1_360x360.png
164562PAK,Karnemelk 1000ml,http://www.jumbo.com/karnemelk-1000ml/164562PAK/,0.71,https://static-images.jumbo.com/product_images/164562PAK-1_360x360.png
197883BLK,Karvan Cévitam 0% Toegevoegd Suiker Aardbei 750ml,http://www.jumbo.com/karvan-cevitam-0-toegevoegd-suiker-aardbei-750ml/197883BLK/,2.93,https://static-images.jumbo.com/product_images/110720182214_197883BLK-1_360x360.png
197881BLK,Karvan Cévitam 0% Toegevoegd Suiker Cassis 750ml,http://www.jumbo.com/karvan-cevitam-0-toegevoegd-suiker-cassis-750ml/197881BLK/,2.96,https://static-images.jumbo.com/product_images/110720182214_197881BLK-1_360x360.png
197884BLK,Karvan Cévitam 0% Toegevoegd Suiker Framboos 750ml,http://www.jumbo.com/karvan-cevitam-0-toegevoegd-suiker-framboos-750ml/197884BLK/,2.96,https://static-images.jumbo.com/product_images/197884BLK-1_360x360.png
197882BLK,Karvan Cévitam 0% Toegevoegd Suiker Multivruchten 750ml,http://www.jumbo.com/karvan-cevitam-0-toegevoegd-suiker-multivruchten-750ml/197882BLK/,2.93,https://static-images.jumbo.com/product_images/197882BLK-1_360x360.png
154023BLK,Karvan Cévitam Aardbei 750ml,http://www.jumbo.com/karvan-cevitam-aardbei-750ml/154023BLK/,2.96,https://static-images.jumbo.com/product_images/154023BLK-1_360x360.png
154260BLK,Karvan Cévitam Bosvruchten 750ml,http://www.jumbo.com/karvan-cevitam-bosvruchten-750ml/154260BLK/,2.86,https://static-images.jumbo.com/product_images/110720182248_154260BLK-1_360x360.png
184829BLK,Karvan Cévitam Bosvruchten 750ml,http://www.jumbo.com/karvan-cevitam-bosvruchten-750ml/184829BLK/,2.96,https://static-images.jumbo.com/product_images/184829BLK-1_360x360.png
154266BLK,Karvan Cévitam Cassis 750ml,http://www.jumbo.com/karvan-cevitam-cassis-750ml/154266BLK/,2.82,https://static-images.jumbo.com/product_images/154266BLK-1_360x360.png
154272BLK,Karvan Cévitam Citroen 750ml,http://www.jumbo.com/karvan-cevitam-citroen-750ml/154272BLK/,2.96,https://static-images.jumbo.com/product_images/154272BLK-1_360x360.png
191924BLK,Karvan Cévitam Citrusmix 750ml,http://www.jumbo.com/karvan-cevitam-citrusmix-750ml/191924BLK/,2.96,https://static-images.jumbo.com/product_images/191220182217_191924BLK-1_360x360.png
154267BLK,Karvan Cévitam Framboos 750ml,http://www.jumbo.com/karvan-cevitam-framboos-750ml/154267BLK/,2.86,https://static-images.jumbo.com/product_images/154267BLK-1_360x360.png
22263FLS,"Karvan Cévitam Fruitmix 0, 5L","http://www.jumbo.com/karvan-cevitam-fruitmix-0,-5l/22263FLS/",2.11,https://static-images.jumbo.com/product_images/22263FLS-1_360x360.png
153720BLK,Karvan Cévitam Go Cactus Lime 0% Sugar 48ml,http://www.jumbo.com/karvan-cevitam-go-cactus-lime-0-sugar-48ml/153720BLK/,2.96,https://static-images.jumbo.com/product_images/153720BLK-1_360x360.png
172158DS,Karvan Cévitam Go Cassis 0% Sugar 48ml,http://www.jumbo.com/karvan-cevitam-go-cassis-0-sugar-48ml/172158DS/,3.08,https://static-images.jumbo.com/product_images/172158DS-1_360x360.png
153724BLK,Karvan Cévitam Go Red Fruit 0% Sugar 48ml,http://www.jumbo.com/karvan-cevitam-go-red-fruit-0-sugar-48ml/153724BLK/,2.96,https://static-images.jumbo.com/product_images/153724BLK-1_360x360.png
153726BLK,Karvan Cévitam Go Strawberry 0% Sugar 48ml,http://www.jumbo.com/karvan-cevitam-go-strawberry-0-sugar-48ml/153726BLK/,2.96,https://static-images.jumbo.com/product_images/153726BLK-1_360x360.png
154268BLK,Karvan Cévitam Grenadine 750ml,http://www.jumbo.com/karvan-cevitam-grenadine-750ml/154268BLK/,3.04,https://static-images.jumbo.com/product_images/154268BLK-1_360x360.png
153730FLS,Karvan Cévitam Ice Tea Peach 750ml,http://www.jumbo.com/karvan-cevitam-ice-tea-peach-750ml/153730FLS/,2.86,https://static-images.jumbo.com/product_images/153730FLS-1_360x360.png
201857BLK,Karvan Cévitam Multivruchten 750ml,http://www.jumbo.com/karvan-cevitam-multivruchten-750ml/201857BLK/,2.96,https://static-images.jumbo.com/product_images/061120182208_201857BLK-1_360x360.png
154271BLK,Karvan Cévitam Sinaasappel 750ml,http://www.jumbo.com/karvan-cevitam-sinaasappel-750ml/154271BLK/,2.96,https://static-images.jumbo.com/product_images/154271BLK-1_360x360.png
213224BLK,Karvan Cévitam Summer Ice Tea Green Limited Edition Appel Kaneel 750ml,http://www.jumbo.com/karvan-cevitam-summer-ice-tea-green-limited-edition-appel-kaneel-750ml/213224BLK/,2.96,https://static-images.jumbo.com/product_images/100820181800_213224BLK-1_360x360.png
213225BLK,Karvan Cévitam Summer Ice Tea Lemon Limited Edition 750ml,http://www.jumbo.com/karvan-cevitam-summer-ice-tea-lemon-limited-edition-750ml/213225BLK/,2.96,https://static-images.jumbo.com/product_images/100820181800_213225BLK-1_360x360.png
154273BLK,Karvan Cévitam Tropical 750ml,http://www.jumbo.com/karvan-cevitam-tropical-750ml/154273BLK/,2.96,https://static-images.jumbo.com/product_images/154273BLK-1_360x360.png
40696PAK,Kastanjes Gekookt Ponthier 500g,http://www.jumbo.com/kastanjes-gekookt-ponthier-500g/40696PAK/,6.99,https://static-images.jumbo.com/product_images/40696PAK-1_360x360.png
163170FLS,Kasteel 11° Donker Fles 33cl,http://www.jumbo.com/kasteel-11-donker-fles-33cl/163170FLS/,1.31,https://static-images.jumbo.com/product_images/181220180145_163170FLS-1_360x360.png
163169FLS,Kasteel 11° Tripel Fles 33cl,http://www.jumbo.com/kasteel-11-tripel-fles-33cl/163169FLS/,1.42,None
201295FLS,Kasteel 8º Rouge Fles 33cl,http://www.jumbo.com/kasteel-8-rouge-fles-33cl/201295FLS/,1.59,https://static-images.jumbo.com/product_images/181220180336_201295FLS-1_360x360.png
185294FLS,Kasteel Cuvée du Chateau Belgian Ale Fles 33cl,http://www.jumbo.com/kasteel-cuvee-du-chateau-belgian-ale-fles-33cl/185294FLS/,1.97,https://static-images.jumbo.com/product_images/185294FLS-1_360x360.png
158328BKR,Katharos Yoghurt Grieks Naturel 0% 500g,http://www.jumbo.com/katharos-yoghurt-grieks-naturel-0-500g/158328BKR/,0.99,https://static-images.jumbo.com/product_images/158328BKR-1_360x360.png
158329BKR,Katharos Yoghurt Grieks Naturel 500g,http://www.jumbo.com/katharos-yoghurt-grieks-naturel-500g/158329BKR/,1.09,https://static-images.jumbo.com/product_images/158329BKR-1_360x360.png
159119ZK,Kathy Belgian Milk Chocolate Bouchées 250g,http://www.jumbo.com/kathy-belgian-milk-chocolate-bouchees-250g/159119ZK/,1.79,https://static-images.jumbo.com/product_images/159119ZK-1_360x360.png
15451ZK,Katja Apekoppen 300g,http://www.jumbo.com/katja-apekoppen-300g/15451ZK/,1.83,https://static-images.jumbo.com/product_images/15451ZK-1_360x360.png
172897ZK,Katja Apezuur 275g,http://www.jumbo.com/katja-apezuur-275g/172897ZK/,1.87,https://static-images.jumbo.com/product_images/172897ZK-1_360x360.png
523420ZK,Katja Beestenfeest 341g,http://www.jumbo.com/katja-beestenfeest-341g/523420ZK/,3.35,https://static-images.jumbo.com/product_images/523420ZK-1_360x360.png
15450ZK,Katja Biggetjes 300g,http://www.jumbo.com/katja-biggetjes-300g/15450ZK/,1.83,https://static-images.jumbo.com/product_images/15450ZK-1_360x360.png
15456ZK,Katja Drop Haringen 350g,http://www.jumbo.com/katja-drop-haringen-350g/15456ZK/,1.77,https://static-images.jumbo.com/product_images/15456ZK-1_360x360.png
197949STK,Katja Dropmatjes 275g,http://www.jumbo.com/katja-dropmatjes-275g/197949STK/,1.87,https://static-images.jumbo.com/product_images/197949STK-1_360x360.png
15455ZK,Katja Farm Mix 300g,http://www.jumbo.com/katja-farm-mix-300g/15455ZK/,1.83,https://static-images.jumbo.com/product_images/15455ZK-1_360x360.png
15439ZK,Katja Kokindjes 350g,http://www.jumbo.com/katja-kokindjes-350g/15439ZK/,1.73,https://static-images.jumbo.com/product_images/15439ZK-1_360x360.png
185910STK,Katja Kokindjes Mix 300g,http://www.jumbo.com/katja-kokindjes-mix-300g/185910STK/,1.83,https://static-images.jumbo.com/product_images/185910STK-1_360x360.png
201661STK,Katja Yoghurt Boeketje 275g,http://www.jumbo.com/katja-yoghurt-boeketje-275g/201661STK/,1.87,https://static-images.jumbo.com/product_images/201661STK-1_360x360.png
15452ZK,Katja Yoghurtgums 350g,http://www.jumbo.com/katja-yoghurtgums-350g/15452ZK/,1.57,https://static-images.jumbo.com/product_images/15452ZK-1_360x360.png
15453ZK,Katja Zoo Mix 300g,http://www.jumbo.com/katja-zoo-mix-300g/15453ZK/,1.77,https://static-images.jumbo.com/product_images/15453ZK-1_360x360.png
141822ZK,Katja Zure Matjes 275g,http://www.jumbo.com/katja-zure-matjes-275g/141822ZK/,1.83,https://static-images.jumbo.com/product_images/141822ZK-1_360x360.png
208349FLS,Kavel Estate Destiny Cabernet Sauvignon Merlot 750ml,http://www.jumbo.com/kavel-estate-destiny-cabernet-sauvignon-merlot-750ml/208349FLS/,9.49,https://static-images.jumbo.com/product_images/131020180330_208349FLS-1_360x360.png
204138FLS,Kavel Estate Destiny Old Vine Shiraz 750ml,http://www.jumbo.com/kavel-estate-destiny-old-vine-shiraz-750ml/204138FLS/,19.99,https://static-images.jumbo.com/product_images/091220182001_204138FLS-1_360x360.png
208351FLS,Kavel Estate Pastor's Promise Shiraz 750ml,http://www.jumbo.com/kavel-estate-pastor's-promise-shiraz-750ml/208351FLS/,7.99,https://static-images.jumbo.com/product_images/131020180302_208351FLS-1_360x360.png
208348FLS,Kavel Estate The Congregation Semillon Chardonnay 750ml,http://www.jumbo.com/kavel-estate-the-congregation-semillon-chardonnay-750ml/208348FLS/,8.99,https://static-images.jumbo.com/product_images/121020180102_208348FLS-1_360x360.png
211954FLS,Kavel Estate The Congregation Shiraz 750ml,http://www.jumbo.com/kavel-estate-the-congregation-shiraz-750ml/211954FLS/,9.99,https://static-images.jumbo.com/product_images/091220182001_211954FLS-1_360x360.png
211955FLS,Kavel Estate The Long Journey Cabernet Sauvignon 750ml,http://www.jumbo.com/kavel-estate-the-long-journey-cabernet-sauvignon-750ml/211955FLS/,6.99,https://static-images.jumbo.com/product_images/091220182001_211955FLS-1_360x360.png
211964FLS,Kavel Estate The Long Journey Chardonnay Riesling Semillon 750ml,http://www.jumbo.com/kavel-estate-the-long-journey-chardonnay-riesling-semillon-750ml/211964FLS/,6.99,https://static-images.jumbo.com/product_images/071220181157_211964FLS-1_360x360.png
211965FLS,Kavel Estate The Long Journey Shiraz 750ml,http://www.jumbo.com/kavel-estate-the-long-journey-shiraz-750ml/211965FLS/,6.99,https://static-images.jumbo.com/product_images/091220182001_211965FLS-1_360x360.png
130490ZK,Kees Extra Gerijpt Kaas 150g,http://www.jumbo.com/kees-extra-gerijpt-kaas-150g/130490ZK/,3.04,https://static-images.jumbo.com/product_images/141220181211_130490ZK-1_360x360.png
130492ZK,Kees Gerijpt Kaas 150g,http://www.jumbo.com/kees-gerijpt-kaas-150g/130492ZK/,2.84,https://static-images.jumbo.com/product_images/141220181204_130492ZK-1_360x360.png
190572STK,Kees Komijn Kaas 150g,http://www.jumbo.com/kees-komijn-kaas-150g/190572STK/,3.28,https://static-images.jumbo.com/product_images/141220181259_190572STK-1_360x360.png
200664FLS,Kees Session IPA Fles 330ml,http://www.jumbo.com/kees-session-ipa-fles-330ml/200664FLS/,2.18,https://static-images.jumbo.com/product_images/200664FLS-1_360x360.png
226392STK,Kek Mama,http://www.jumbo.com/kek-mama/226392STK/,6.15,https://static-images.jumbo.com/product_images/240120191728_226392STK-1_360x360.png
213255STK,Kellogg's All Bran Flakes 375g,http://www.jumbo.com/kellogg's-all-bran-flakes-375g/213255STK/,2.74,https://static-images.jumbo.com/product_images/031120180117_213255STK-1_360x360.png
213253STK,Kellogg's All-Bran Fruit'n Fibre 500g,http://www.jumbo.com/kellogg's-all-bran-fruit'n-fibre-500g/213253STK/,3.46,https://static-images.jumbo.com/product_images/040920182109_213253STK-1_360x360.png
424226PAK,Kellogg's All-Bran Plus 500g,http://www.jumbo.com/kellogg's-all-bran-plus-500g/424226PAK/,2.83,https://static-images.jumbo.com/product_images/424226PAK-1_360x360.png
185557DS,Kellogg's Coco Pops 330g,http://www.jumbo.com/kellogg's-coco-pops-330g/185557DS/,2.44,https://static-images.jumbo.com/product_images/185557DS-1_360x360.png
200915STK,Kellogg's Coco Pops Jumbos 375g,http://www.jumbo.com/kellogg's-coco-pops-jumbos-375g/200915STK/,3.07,https://static-images.jumbo.com/product_images/200915STK-1_360x360.png
492886DS,Kellogg's Corn Flakes 500g,http://www.jumbo.com/kellogg's-corn-flakes-500g/492886DS/,2.02,https://static-images.jumbo.com/product_images/190920182242_492886DS-1_360x360.png
200914STK,Kellogg's Froot Loops 375g,http://www.jumbo.com/kellogg's-froot-loops-375g/200914STK/,3.01,https://static-images.jumbo.com/product_images/200914STK-1_360x360.png
198240STK,Kellogg's Frosties 375g,http://www.jumbo.com/kellogg's-frosties-375g/198240STK/,2.68,https://static-images.jumbo.com/product_images/198240STK-1_360x360.png
156194DS,Kellogg's Smacks 375g,http://www.jumbo.com/kellogg's-smacks-375g/156194DS/,3.04,https://static-images.jumbo.com/product_images/156194DS-1_360x360.png
213257STK,Kellogg's Special K Melk Chocolade 300g,http://www.jumbo.com/kellogg's-special-k-melk-chocolade-300g/213257STK/,3.11,https://static-images.jumbo.com/product_images/031120180128_213257STK-1_360x360.png
213259STK,Kellogg's Special K Original 375g,http://www.jumbo.com/kellogg's-special-k-original-375g/213259STK/,3.51,https://static-images.jumbo.com/product_images/156149DS-1_360x360.png
213256STK,Kellogg's Special K Pure Chocolade 300g,http://www.jumbo.com/kellogg's-special-k-pure-chocolade-300g/213256STK/,3.18,https://static-images.jumbo.com/product_images/031120180121_213256STK-1_360x360.png
213258STK,Kellogg's Special K Rode Vruchten 300g,http://www.jumbo.com/kellogg's-special-k-rode-vruchten-300g/213258STK/,3.04,https://static-images.jumbo.com/product_images/031120180142_213258STK-1_360x360.png
